Característica,Fisher_Score,Rank
w_ACC_y_iqr,0.00016411838070313527,185
w_ACC_y_std,0.0001267646690416703,186
w_BVP_mean,0.00011719216814040558,187
c_ACC_x_min,5.1116340109099904e-05,188
c_ECG_max,5.0720492557198644e-05,189
w_ACC_x_mean,4.494478366079691e-05,190
w_ACC_z_std,6.146566492794248e-06,191
c_ACC_y_skewness,5.995234979790069e-06,192
c_ACC_x_skewness,5.945201163100713e-06,193
w_TEMP_std,5.330212702268518e-06,194
w_TEMP_iqr,1.983203455108255e-06,195
c_EMG_median,4.776791002318825e-07,196
w_ACC_y_skewness,0.0,197
w_ACC_y_kurtosis,0.0,198
w_ACC_x_skewness,0.0,199
w_ACC_x_kurtosis,0.0,200
